PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS 
REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,TOTAL PATIENTS,NUM. OF PROVIDERS,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 25-64,AGE 25-49,AGE 50-64,AGE 65
National,X,2009,43,66411,898860,2167,7.55134381192465,7.38835858754422,13174,36860,X,12166,3083,1128
National,X,2009,44,57017,899425,2197,6.67117818911313,6.33927231286655,12161,30860,X,10250,2672,1074
National,X,2009,45,42729,864348,2191,5.20632628751353,4.94349498118813,10151,21112,X,8174,2314,978
National,X,2009,46,32520,853552,2157,4.04477479873624,3.80996119744316,8979,14652,X,6163,1843,883
National,X,2009,47,22508,654101,2146,3.49721728420123,3.44105879673017,7716,8237,X,4378,1406,771
National,X,2009,48,21730,814550,2122,2.69022729135581,2.6677306488245,7195,7988,X,4259,1470,818
National,X,2009,49,19325,781811,2093,2.47118784478882,2.47182503188111,6490,7218,X,3588,1314,715
National,X,2009,50,17081,728401,2014,2.44772749268797,2.34499952635979,6275,5785,X,3249,1113,659
National,X,2009,51,14575,536961,1934,2.64593841632028,2.71434983173825,6078,4127,X,2677,1049,644
National,X,2009,52,15613,583299,1937,2.6156703984032,2.67667182697039,6598,3726,X,3202,1284,803
National,X,2010,1,14299,721138,1996,1.90711760430302,1.98283823623218,4998,3961,X,3333,1244,763
National,X,2010,2,14088,770895,2016,1.86737529968374,1.82748623353375,4877,4614,X,2793,1182,622
National,X,2010,3,14757,766177,2053,1.88072330631514,1.92605625070969,5399,5079,X,2693,1008,578
National,X,2010,4,15122,785580,2026,1.96908433236079,1.92494717278953,5333,5655,X,2560,1046,528
National,X,2010,5,16037,767773,1996,2.11386811062075,2.0887684250423,5816,6142,X,2581,948,550
National,X,2010,6,15381,756068,1977,2.09694583121344,2.03434082648651,5496,5577,X,2644,1006,658
National,X,2010,7,15065,762208,1954,1.90294345645018,1.97649460514715,5388,5536,X,2649,994,498
National,X,2010,8,16087,806925,1990,1.96951462278194,1.99361774638287,5040,6207,X,2943,1218,679
National,X,2010,9,14486,781411,1953,1.92331036712421,1.85382596354543,4281,5685,X,2763,1085,672
National,X,2010,10,14354,768702,1946,1.89658616483482,1.86730358448397,4612,5270,X,2660,1112,700
National,X,2010,11,12601,741293,1933,1.75180555050134,1.69986766366336,4063,4466,X,2468,976,628
National,X,2010,12,11191,747358,1917,1.52631922263178,1.49740820329748,3625,4108,X,2097,827,534
National,X,2010,13,10359,713863,1875,1.49571988362904,1.45111877208932,3408,3733,X,1954,736,528
National,X,2010,14,8813,730068,1850,1.22313021684613,1.20714782732567,3090,2933,X,1718,644,428
National,X,2010,15,8801,749563,1831,1.17754240902,1.1741508052025,3117,3110,X,1572,598,404
National,X,2010,16,8362,719580,1765,1.09111851417293,1.16206676116624,2921,3044,X,1461,522,414
National,X,2010,17,8440,720054,1755,1.11957937083649,1.17213431214881,3081,2972,X,1435,557,395
National,X,2010,18,7914,705551,1710,1.08168511952067,1.12167653365951,2781,2901,X,1385,482,365
National,X,2010,19,7697,669414,1664,1.12497482672273,1.14981162628807,2851,2645,X,1363,491,347
National,X,2010,20,7603,670887,1624,1.0619697897527,1.13327579756352,2816,2553,X,1364,498,372
National,X,2010,21,6853,633532,1497,1.08908766932167,1.08171331519166,2636,2188,X,1235,445,349
National,X,2010,22,6595,549773,1421,1.17760142013009,1.19958601095361,2413,2172,X,1212,463,335
National,X,2010,23,5755,604004,1435,0.974930395182935,0.95280825954795,2147,1831,X,1081,374,322
National,X,2010,24,5316,580329,1405,0.987131780132296,0.916032112818763,1975,1784,X,978,339,240
National,X,2010,25,5334,575664,1384,0.99599053755025,0.926582172934212,2027,1779,X,882,397,249
National,X,2010,26,4718,542536,1347,0.904726272396402,0.869619711871655,1754,1541,X,862,323,238
National,X,2010,27,4691,519414,1353,0.941927007840111,0.903133146199371,1753,1566,X,816,334,222
National,X,2010,28,4234,547187,1284,0.880415229455867,0.773775692770479,1458,1450,X,819,298,209
National,X,2010,29,3950,531790,1265,0.842614661882896,0.742774403429925,1323,1335,X,759,335,198
National,X,2010,30,3850,526723,1250,0.858382365250436,0.730934475995922,1290,1279,X,805,302,174
National,X,2010,31,4077,518121,1241,0.833830394847588,0.786881828762007,1381,1357,X,839,291,209
National,X,2010,32,4008,525260,1212,0.847436542815637,0.763050679663405,1378,1307,X,809,300,214
National,X,2010,33,4518,537190,1225,0.888273269260976,0.841043206314339,1485,1592,X,883,360,198
National,X,2010,34,4420,558382,1235,0.76537228790335,0.791572794251964,1520,1592,X,811,295,202
National,X,2010,35,5007,548573,1170,0.91858044292525,0.912731760403811,1564,1866,X,1019,354,204
National,X,2010,36,5493,531250,1198,1.01431787184839,1.03397647058824,1850,1959,X,1076,374,234
National,X,2010,37,5510,589930,1210,1.01232561233888,0.934009119726069,1720,2118,X,1061,358,253
National,X,2010,38,6741,623077,1206,1.11803281725652,1.08188875532238,2134,2510,X,1291,480,326
National,X,2010,39,6387,599366,1254,1.11805942184768,1.06562601148547,1995,2383,X,1269,446,294
National,X,2010,40,8473,746485,1838,1.10938713425693,1.13505294815033,2627,3142,X,1677,627,400
National,X,2010,41,9347,746230,1875,1.24341149915177,1.25256288275733,2953,3522,X,1779,649,444
National,X,2010,42,9684,777397,1907,1.25726202876095,1.24569557124609,3044,3641,X,1898,690,411
National,X,2010,43,9904,781234,1929,1.2573447750085,1.26773796327349,3226,3822,X,1754,682,420
National,X,2010,44,11020,766753,1947,1.43413958364388,1.437229459813,3451,4397,X,1981,736,455
National,X,2010,45,11807,769982,1940,1.51837799055075,1.5334124693824,3927,4679,X,1956,734,511
National,X,2010,46,13336,787038,1921,1.61617408131942,1.69445439737344,4416,5322,X,2327,774,497
National,X,2010,47,12079,606527,1938,1.8437771913117,1.99150243929784,4598,4145,X,2043,743,550
National,X,2010,48,13997,772016,1964,1.72535439681988,1.81304532548548,5045,4978,X,2440,915,619
National,X,2010,49,14958,742606,1936,1.87923221693075,2.01425789718909,5060,5867,X,2511,893,627
National,X,2010,50,18022,704923,1916,2.33710295537404,2.55659128727535,6300,7194,X,2847,1031,650
National,X,2010,51,19899,588406,1840,3.03533142840057,3.3818485875399,7295,7071,X,3433,1262,838
National,X,2010,52,20346,592880,1887,3.13599885550758,3.43172311428957,7478,5764,X,4455,1581,1068
National,X,2011,1,20026,744043,1923,2.53335613703439,2.69151110890096,6584,6342,X,4455,1586,1059
National,X,2011,2,20721,711908,1921,2.91287712627155,2.91062890148727,6238,7773,X,4220,1537,953
National,X,2011,3,26257,751850,1964,3.44497101614635,3.49231894659839,7247,11243,X,5095,1734,938
National,X,2011,4,31975,798637,1947,4.16184976778724,4.00369629756698,8007,15291,X,5952,1794,931
National,X,2011,5,34284,772974,1970,4.55159151064683,4.43533676423787,8195,16366,X,6536,1990,1197
National,X,2011,6,34456,812230,1961,4.46503662084063,4.24214816000394,8036,16516,X,6812,1996,1096
National,X,2011,7,36567,831600,1910,4.55124325058466,4.39718614718615,8172,17493,X,7257,2352,1293
National,X,2011,8,31277,801449,1908,4.08219688116142,3.90255649454925,7839,13718,X,6425,2028,1267
National,X,2011,9,24627,781629,1860,3.38812251982747,3.15072751906595,6376,10496,X,4869,1740,1146
National,X,2011,10,20377,747993,1829,2.99141757883851,2.7242233550314,5691,8427,X,3939,1421,899
National,X,2011,11,17309,741807,1823,2.61541908056938,2.33335625034544,5363,6702,X,3265,1175,804
National,X,2011,12,14031,728883,1790,2.09064821274753,1.92500030869152,4400,5489,X,2551,978,613
National,X,2011,13,12957,739375,1770,1.86145522471462,1.75242603550296,4189,5025,X,2244,877,622
National,X,2011,14,11498,729089,1723,1.61377133351264,1.57703654835006,3701,4557,X,1985,747,508
National,X,2011,15,9391,691707,1681,1.42199174483684,1.35765577043459,3164,3562,X,1574,641,450
National,X,2011,16,8695,662612,1651,1.33820458929916,1.31223098887433,3139,3064,X,1505,559,428
National,X,2011,17,7830,681240,1612,1.19995265450631,1.14937466971992,2895,2673,X,1324,555,383
National,X,2011,18,7307,655627,1585,1.14888598829324,1.11450565641744,2532,2553,X,1305,524,393
National,X,2011,19,7236,651983,1556,1.12193954091108,1.10984488859372,2551,2595,X,1254,485,351
National,X,2011,20,6530,620485,1516,1.06712359980534,1.05240255606501,2353,2280,X,1131,461,305
National,X,2011,21,6072,586460,1381,1.05058472800902,1.03536473075743,2213,2110,X,1045,405,299
National,X,2011,22,5946,531954,1357,1.15202557500184,1.11776582185678,2249,1980,X,1013,397,307
National,X,2011,23,5547,564322,1296,0.970975001791424,0.982949450845439,2040,1760,X,1037,432,278
National,X,2011,24,4989,539238,1279,0.894683261446718,0.925194441044585,1812,1599,X,911,405,262
National,X,2011,25,4448,532356,1251,0.843568301087615,0.835531110760469,1604,1422,X,870,308,244
National,X,2011,26,4218,506732,1225,0.815409144721771,0.832392665156335,1472,1462,X,750,324,210
National,X,2011,27,4009,468565,1211,0.823052352820285,0.855591006583932,1423,1269,X,823,270,224
National,X,2011,28,3721,526346,1220,0.674634798608152,0.706949421103229,1255,1206,X,756,316,188
National,X,2011,29,3597,518011,1203,0.631882794921388,0.694386798735934,1243,1184,X,733,259,178
National,X,2011,30,3538,514262,1179,0.641512538393375,0.687976167789959,1251,1188,X,667,263,169
National,X,2011,31,3202,496632,1175,0.529812879147711,0.644742988772371,1088,1125,X,635,203,151
National,X,2011,32,3523,521671,1175,0.644089345962563,0.675329853490035,1207,1223,X,704,231,158
National,X,2011,33,3874,531975,1191,0.667718250145261,0.728229710042765,1342,1358,X,767,241,166
National,X,2011,34,4444,551005,1195,0.705668092495231,0.806526256567545,1505,1600,X,814,305,220
National,X,2011,35,4717,548228,1200,0.804155047351673,0.860408443202463,1528,1781,X,887,308,213
National,X,2011,36,4813,514168,1184,0.907803771601178,0.936075368362092,1622,1809,X,904,293,185
National,X,2011,37,5567,575887,1196,1.00555042679285,0.966682699904669,1788,2206,X,1022,346,205
National,X,2011,38,5822,584534,1201,1.03601129798204,0.996007075721857,1816,2264,X,1126,374,242
National,X,2011,39,6708,605162,1213,1.0758325399871,1.10846351885941,2248,2514,X,1253,449,244
National,X,2011,40,9365,778182,1850,1.16092398455525,1.20344598050328,3106,3485,X,1765,632,377
National,X,2011,41,9803,791987,1883,1.19785241490909,1.237772842231,3317,3667,X,1777,672,370
National,X,2011,42,9958,794995,1905,1.27926260132725,1.25258649425468,3324,3837,X,1763,655,379
National,X,2011,43,10298,788840,1900,1.29193861491334,1.30546118350996,3453,4035,X,1773,657,380
National,X,2011,44,11396,784334,1925,1.42824446825206,1.4529524411794,3634,4658,X,1957,760,387
National,X,2011,45,11496,797839,1946,1.39802938382359,1.44089221008249,3949,4348,X,2072,671,456
National,X,2011,46,11721,801594,1900,1.45830982886373,1.46221154349958,3923,4361,X,2166,797,474
National,X,2011,47,10377,626731,1918,1.56547889905006,1.6557342783427,4125,3340,X,1803,679,430
National,X,2011,48,11479,782984,1904,1.34313481274132,1.46605805482615,4237,3955,X,2059,815,413
National,X,2011,49,11187,736905,1898,1.48138646730484,1.51810613308364,3995,4040,X,1938,772,442
National,X,2011,50,12137,729258,1872,1.63398456376906,1.66429439238239,4579,4097,X,2077,838,546
National,X,2011,51,11958,645424,1851,1.83126178064937,1.85273556607749,5016,3535,X,2068,818,521
National,X,2011,52,12356,581697,1821,2.10450589301237,2.12412991643416,5243,3184,X,2315,946,668
National,X,2012,1,11992,678631,1891,1.73624946148246,1.76708697362779,4514,3393,X,2342,1028,715
National,X,2012,2,11543,747894,1883,1.55066405413607,1.54340053536999,4059,3636,X,2319,918,611
National,X,2012,3,11939,724623,1887,1.62891474116002,1.64761538068761,4364,4030,X,2247,800,498
National,X,2012,4,13209,784244,1891,1.76038447502489,1.6842972340241,4766,4802,X,2303,825,513
National,X,2012,5,14448,775298,1885,1.92728192114261,1.8635415027512,5218,5336,X,2415,915,564
National,X,2012,6,14624,784516,1875,1.91994243606361,1.8640792539604,5028,5555,X,2582,894,565
National,X,2012,7,15929,789193,1884,2.09951193158228,2.0183909385917,5277,5994,X,2937,1054,667
National,X,2012,8,16137,767022,1853,2.2397335131996,2.10385099775495,5246,5990,X,3009,1131,761
National,X,2012,9,16518,788242,1826,2.21920833183358,2.09554933637132,5219,6239,X,3141,1153,766
National,X,2012,10,15763,749198,1816,2.16692580040298,2.10398319269405,4811,6493,X,2832,998,629
National,X,2012,11,17150,747570,1819,2.38913442583369,2.29409954920609,5175,6768,X,3321,1185,701
National,X,2012,12,14524,755579,1780,1.96466177444431,1.92223447184212,4422,5683,X,2822,988,609
National,X,2012,13,13017,747079,1753,1.84228932667513,1.74238601272422,3807,5256,X,2485,920,549
National,X,2012,14,11930,711808,1729,1.68673857925212,1.67601375651861,3582,4631,X,2306,839,572
National,X,2012,15,10732,717202,1707,1.53135669094517,1.49637061804066,3253,4059,X,2109,767,544
National,X,2012,16,10123,732480,1699,1.3791223828218,1.38201725644386,3001,4020,X,1990,719,393
National,X,2012,17,9370,726772,1675,1.2951458617507,1.28926265733958,2638,3802,X,1831,664,435
National,X,2012,18,8999,662649,1564,1.39520674409558,1.3580341930645,2509,3671,X,1728,636,455
National,X,2012,19,8576,655492,1546,1.32521761209014,1.30833023133768,2524,3468,X,1559,606,419
National,X,2012,20,8062,636347,1503,1.23058953139705,1.26691883516383,2465,3087,X,1547,588,375
National,X,2012,21,7878,616765,1415,1.23027967794807,1.27730983437776,2545,3011,X,1461,483,378
National,X,2012,22,7153,550614,1409,1.26876781282703,1.29909519191303,2480,2601,X,1276,446,350
National,X,2012,23,6765,581700,1365,1.10781606762652,1.16297060340382,2336,2352,X,1281,458,338
National,X,2012,24,6133,564670,1289,1.09559038141919,1.08612109727806,2231,2024,X,1150,428,300
National,X,2012,25,6048,572296,1295,1.11030828590454,1.05679578399989,2259,1974,X,1119,411,285
National,X,2012,26,5786,536380,1260,1.10616121928234,1.07871285282822,2168,1850,X,1058,422,288
National,X,2012,27,5291,505533,1271,1.10815890470833,1.04661812384157,1911,1706,X,1013,388,273
National,X,2012,28,5185,558637,1240,0.999443977060297,0.928151912601564,1913,1751,X,964,337,220
National,X,2012,29,4931,546713,1223,0.924198584171795,0.901935750567482,1818,1640,X,914,318,241
National,X,2012,30,5103,557488,1250,0.949256676305665,0.915356025600551,1752,1721,X,975,372,283
National,X,2012,31,5159,541600,1240,0.978902812400934,0.952548005908419,1728,1706,X,1050,408,267
National,X,2012,32,5026,548294,1248,0.925024122048058,0.916661499122733,1660,1718,X,989,375,284
National,X,2012,33,5051,560110,1238,0.848455694883548,0.901787148952884,1721,1755,X,986,357,232
National,X,2012,34,6141,594395,1238,1.04450505025576,1.03315135558004,2098,2128,X,1194,425,296
National,X,2012,35,6318,600354,1238,1.09859978722594,1.05237909633316,1958,2335,X,1305,443,277
National,X,2012,36,6296,558585,1242,1.22070806784968,1.12713373971732,1886,2294,X,1317,481,318
National,X,2012,37,7382,622114,1252,1.24976256792249,1.18659924065364,2176,2870,X,1408,513,415
National,X,2012,38,7656,630563,1268,1.22892263866342,1.21415306638671,2295,2972,X,1530,511,348
National,X,2012,39,7807,623572,1248,1.2939326153106,1.25198052510376,2421,2867,X,1546,575,398
National,X,2012,40,9395,779285,1932,1.23033799023383,1.20559230576747,2773,3691,X,1814,702,415
National,X,2012,41,10158,769959,1940,1.32780413074372,1.31929102718456,2960,4007,X,1957,745,489
National,X,2012,42,10585,797444,1968,1.33994959884844,1.32736593415964,3202,4233,X,1902,760,488
National,X,2012,43,10913,798388,1958,1.37841857220365,1.36687926171235,3346,4268,X,2012,771,516
National,X,2012,44,11061,734781,1929,1.50085300042297,1.50534649099528,3326,4422,X,2032,797,484
National,X,2012,45,12674,785871,1974,1.65162720550755,1.61273287855131,3733,5145,X,2330,925,541
National,X,2012,46,13623,777534,1966,1.76746039739451,1.75207772264621,4034,5526,X,2569,897,597
National,X,2012,47,14650,627772,1968,2.30609345677797,2.33364979642291,4651,5387,X,2824,1105,683
National,X,2012,48,18521,831670,2005,2.16352461531362,2.22696502218428,5102,7018,X,3950,1498,953
National,X,2012,49,24877,835762,2006,2.83038168339698,2.97656509867642,6486,10857,X,4672,1791,1071
National,X,2012,50,29432,811800,1977,3.43760573738914,3.62552352796255,7446,12945,X,5692,2087,1262
National,X,2012,51,34332,754019,1908,4.30553654417291,4.55320091403532,8546,13971,X,7437,2730,1648
National,X,2012,52,36588,607171,1905,6.06082348055896,6.02597950165604,9709,11391,X,9295,3639,2554
National,X,2013,1,34103,687051,1982,4.64930761528004,4.96367809667696,8444,9108,X,9679,4080,2792
National,X,2013,2,39896,850531,1995,4.32583781212357,4.6907167404833,8297,13424,X,10877,4502,2796
National,X,2013,3,39441,838326,2008,4.51112522056244,4.70473300362866,8633,15992,X,8977,3523,2316
National,X,2013,4,32426,778610,1978,4.21710408140453,4.16460101976599,7441,13439,X,7021,2760,1765
National,X,2013,5,29808,806640,1963,3.78955719717799,3.69532877119905,6609,12653,X,6421,2551,1574
National,X,2013,6,24987,772086,1931,3.29205636145071,3.23629751089904,5757,10816,X,5236,1971,1207
National,X,2013,7,22321,771229,1926,3.01970249120548,2.89421170625067,5289,9395,X,4698,1894,1045
National,X,2013,8,20519,755092,1940,2.71499071039139,2.71741721538567,5099,8415,X,4357,1625,1023
National,X,2013,9,19231,762238,1893,2.48450164496677,2.52296526806588,4633,7981,X,4030,1619,968
National,X,2013,10,18829,737736,1884,2.57807539963758,2.55226801999631,4791,7709,X,3935,1536,858
National,X,2013,11,17392,715059,1846,2.39237373118403,2.43224684956067,4480,7065,X,3606,1352,889
National,X,2013,12,15254,723449,1825,2.06778454820222,2.10851075887865,3957,6095,X,3191,1270,741
National,X,2013,13,13714,704276,1811,1.9028091759755,1.94724795392715,3830,5204,X,2924,1124,632
National,X,2013,14,12273,701881,1769,1.65902271861728,1.74858701118851,3516,4299,X,2677,1106,675
National,X,2013,15,10818,722583,1742,1.43005787355339,1.49712904953479,3110,3929,X,2219,957,603
National,X,2013,16,9188,694415,1732,1.277570855266,1.32312810063147,2707,3509,X,1757,724,491
National,X,2013,17,8589,700300,1711,1.19008905847272,1.22647436812795,2588,3364,X,1630,582,425
National,X,2013,18,7986,667648,1675,1.09556345166064,1.19613928297546,2439,3142,X,1470,565,370
National,X,2013,19,7704,647130,1630,1.08588922872155,1.19048722822308,2422,2877,X,1474,570,361
National,X,2013,20,7317,623114,1582,1.07342729108029,1.17426345740908,2431,2583,X,1345,565,393
National,X,2013,21,6589,581338,1489,1.01676830381739,1.13341980052912,2230,2219,X,1279,493,368
National,X,2013,22,6190,541528,1486,1.04846974579855,1.14306185460401,2109,2094,X,1147,483,357
National,X,2013,23,5638,558875,1421,0.92034901008004,1.00881234623127,1983,1779,X,1086,460,330
National,X,2013,24,5539,541138,1419,0.920779051232949,1.02358363301043,1969,1713,X,1112,468,277
National,X,2013,25,5474,546643,1405,0.904333467935489,1.00138481604996,1877,1766,X,1040,489,302
National,X,2013,26,4915,540408,1389,0.830570305641164,0.909498008911785,1703,1581,X,947,399,285
National,X,2013,27,4506,474295,1357,0.862836500226294,0.950041640751009,1594,1489,X,851,321,251
National,X,2013,28,4510,543833,1362,0.73218239189637,0.829298700152436,1576,1491,X,862,362,219
National,X,2013,29,4186,521874,1341,0.724557660736265,0.802109321407083,1432,1405,X,849,315,185
National,X,2013,30,4233,524969,1325,0.74084783101873,0.806333326348794,1416,1464,X,800,332,221
National,X,2013,31,3886,487617,1290,0.726037102207864,0.796936940262542,1216,1284,X,852,350,184
National,X,2013,32,4075,523015,1299,0.755638758953567,0.779136353641865,1367,1338,X,870,302,198
National,X,2013,33,4168,522533,1276,0.761846592236337,0.797652971199905,1364,1366,X,919,331,188
National,X,2013,34,4317,522965,1265,0.77989555941001,0.825485453137399,1331,1561,X,892,301,232
National,X,2013,35,5053,540157,1260,0.899137895060365,0.935468761859978,1499,1814,X,1014,410,316
National,X,2013,36,5626,539175,1317,0.999523948068148,1.04344600547132,1681,2035,X,1137,462,311
National,X,2013,37,6374,584196,1307,1.05580151778984,1.09107217440722,1926,2437,X,1217,440,354
National,X,2013,38,7110,591969,1290,1.09670146053732,1.2010764077173,2175,2683,X,1350,537,365
National,X,2013,39,7963,631088,1364,1.24709209484314,1.26178916411024,2393,2963,X,1500,648,459
National,X,2013,40,9732,863516,2046,1.15213645872171,1.12702022892454,2989,3787,X,1856,643,457
National,X,2013,41,10461,867328,2074,1.26781632985791,1.20611810064935,3288,3945,X,1933,762,533
National,X,2013,42,10689,854487,2103,1.31232657782306,1.25092599419301,3490,3895,X,2014,790,500
National,X,2013,43,12062,883581,2107,1.36546128566232,1.36512668334878,3935,4498,X,2297,816,516
National,X,2013,44,12526,878350,2106,1.46339439551643,1.42608299652758,4051,4653,X,2359,932,531
National,X,2013,45,13553,885993,2111,1.57648298046466,1.52969605854674,4445,5087,X,2520,963,538
National,X,2013,46,13939,872046,2130,1.59948646150436,1.59842485373478,4644,5006,X,2720,991,578
National,X,2013,47,15114,876368,2085,1.71979893658178,1.72461796870721,4803,5565,X,3083,1081,582
National,X,2013,48,13978,666365,2053,2.10936823035246,2.09764918625678,4937,4315,X,3028,1059,639
National,X,2013,49,18962,858302,2066,2.16620847173371,2.20924569673611,5561,6591,X,4388,1554,868
National,X,2013,50,19428,802856,2060,2.37056054148495,2.41986109588768,5503,7059,X,4466,1597,803
National,X,2013,51,24766,815189,2018,3.18025459790427,3.03806847246467,6566,8457,X,6530,2274,939
National,X,2013,52,26884,612861,2010,4.59733992329903,4.38663905844882,7778,7463,X,7475,2861,1307
National,X,2014,1,28721,680679,2040,4.29149861849795,4.21946321246873,7507,6740,X,9149,3560,1765
National,X,2014,2,28149,811947,2066,3.57244800519352,3.46685190043192,6228,7890,X,8832,3565,1634
National,X,2014,3,28614,859797,2057,3.3683174469473,3.32799486390392,6105,9613,X,8118,3167,1611
National,X,2014,4,25477,785885,2068,3.39814337879059,3.24182291302163,5866,8853,X,6812,2616,1330
National,X,2014,5,23481,817326,2057,3.11792931245118,2.87290505869139,5130,8721,X,6031,2402,1197
National,X,2014,6,21198,813543,2064,2.81321726509053,2.605639775648,4753,7746,X,5316,2256,1127
National,X,2014,7,18211,778029,2027,2.48490164060726,2.34065825309853,4216,6721,X,4472,1832,970
National,X,2014,8,17208,811799,2031,2.27410436449286,2.11973653576809,4235,6114,X,4304,1683,872
National,X,2014,9,15921,835169,1989,2.0681061044951,1.90632075663728,3953,5877,X,3695,1505,891
National,X,2014,10,15036,789895,1951,1.98341124321778,1.90354414194292,3768,5577,X,3470,1430,791
National,X,2014,11,14002,796441,1908,1.81748238281769,1.75807121933703,3606,5015,X,3205,1359,817
National,X,2014,12,14927,804999,1927,1.82002838862113,1.85428801774909,3798,5612,X,3285,1422,810
National,X,2014,13,14670,805304,1891,1.75487832422286,1.82167231256768,3524,5814,X,3258,1299,775
National,X,2014,14,14617,796916,1872,1.74553495040437,1.83419582490501,3573,5653,X,3151,1435,805
National,X,2014,15,14210,809908,1851,1.67243185183072,1.7545202664994,3576,5588,X,2944,1316,786
National,X,2014,16,11733,770738,1814,1.51819933968295,1.52230719128939,3135,4283,X,2517,1088,710
National,X,2014,17,10817,770938,1777,1.44717714484106,1.40309596880683,2841,3771,X,2506,1037,662
National,X,2014,18,9693,767449,1755,1.29138470540301,1.26301552285559,2510,3606,X,2096,920,561
National,X,2014,19,9739,736271,1719,1.37341705734789,1.32274665170841,2761,3612,X,2006,834,526
National,X,2014,20,9011,706436,1667,1.34205157909556,1.27555787077669,2527,3255,X,1871,826,532
National,X,2014,21,8797,679406,1577,1.34562152682974,1.29480752304219,2733,3068,X,1742,771,483
National,X,2014,22,7658,624834,1561,1.2129003862285,1.22560552082633,2528,2459,X,1542,625,504
National,X,2014,23,7277,632895,1497,1.19907681180724,1.14979577971069,2403,2365,X,1499,608,402
National,X,2014,24,6784,635189,1464,1.14115695059855,1.06802857102374,2227,2182,X,1413,561,401
National,X,2014,25,6372,593876,1396,1.06570676192702,1.07295125581771,2159,2011,X,1286,528,388
National,X,2014,26,6023,595410,1410,1.11973045213643,1.0115718580474,2040,1915,X,1234,509,325
National,X,2014,27,5365,542216,1391,0.945618378741864,0.98945807574841,1863,1697,X,1080,416,309
National,X,2014,28,5282,600059,1395,0.944271463941267,0.88024677573372,1747,1621,X,1122,441,351
National,X,2014,29,5071,590928,1376,0.935481254159173,0.858141770232583,1572,1619,X,1116,403,361
National,X,2014,30,4748,590464,1372,0.817567112476541,0.804113375243876,1445,1447,X,1125,398,333
National,X,2014,31,4935,602157,1378,0.853423189219699,0.819553704432565,1445,1654,X,1094,417,325
National,X,2014,32,4744,605065,1384,0.747056825052766,0.784047994843529,1460,1528,X,1074,409,273
National,X,2014,33,4986,586949,1372,0.761224792913936,0.849477552564192,1530,1634,X,1108,403,311
National,X,2014,34,5309,637541,1377,0.766262466974751,0.832730757708132,1571,1814,X,1197,412,315
National,X,2014,35,5816,641479,1359,0.863568227529582,0.906654777475178,1682,2187,X,1235,404,308
National,X,2014,36,6050,578578,1357,0.985029087142372,1.04566713563253,1753,2258,X,1284,453,302
National,X,2014,37,8130,695985,1407,1.16284323700801,1.16812862346171,2300,3316,X,1550,568,396
National,X,2014,38,8888,696295,1410,1.22728140576872,1.27647046151416,2535,3650,X,1705,605,393
National,X,2014,39,8876,685687,1416,1.20416093171476,1.29446817571283,2522,3449,X,1820,657,428
National,X,2014,40,10230,838901,1957,1.1816159820816,1.21945259333342,2937,4023,X,2033,713,524
National,X,2014,41,11037,827503,1985,1.33086174975593,1.33377159961958,3025,4461,X,2166,840,545
National,X,2014,42,11993,840430,2018,1.40214980273561,1.42700760325072,3435,4750,X,2366,875,567
National,X,2014,43,12303,855618,2028,1.45606190591861,1.43790803840031,3411,4962,X,2495,903,532
National,X,2014,44,12297,844834,2070,1.45421504498861,1.45555221499135,3574,5087,X,2304,808,524
National,X,2014,45,13830,849696,2064,1.65734062189329,1.62764094452604,4188,5773,X,2391,877,601
National,X,2014,46,13855,836130,1999,1.64026084219634,1.65703897719254,4331,5729,X,2303,912,580
National,X,2014,47,16776,823979,2056,2.09867380978454,2.03597421778953,4694,7358,X,3005,1074,645
National,X,2014,48,17690,660730,2061,2.60992712341713,2.67734172808863,5374,6866,X,3383,1183,884
National,X,2014,49,22770,860967,2079,2.58120134781119,2.64470066796985,6037,9013,X,4695,1792,1233
National,X,2014,50,29044,835044,2040,3.68466242414721,3.47814007405598,7251,12986,X,5364,1988,1455
National,X,2014,51,36703,810995,1963,4.97979938393317,4.5256752507722,8980,16015,X,6968,2657,2083
National,X,2014,52,39513,640415,1907,6.04244192737391,6.16990545193351,9981,13492,X,8885,3670,3485
National,X,2014,53,36029,669928,1884,5.57959786218603,5.37804062526122,9438,9029,X,9294,4244,4024
National,X,2015,1,29817,716357,1780,4.33436754449044,4.16231013307611,6630,8999,X,7819,3505,2864
National,X,2015,2,25789,634026,1538,4.45772489297029,4.0674988091971,5695,9838,X,6054,2449,1753
